"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","decade"
"11819","TRAUJKJ128E078FA48","Jack Johnson","Fortunate Fool",-10.736,128.684,4,8,0,228.70159,0.824206502,2000,1995
"11820","TRAUJLJ128E0784E7C","Fabolous","Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge)",-5.268,96.708,4,6,1,246.33424,0.541105827,2003,1995
"11821","TRAUJMN128F421A8EC","Elvin Bishop","I'll Be Glad",-4.559,100.173,4,0,1,335.69914,0.334706549,2005,2005
"11823","TRAUJPQ128F930D4C5","Showbread","Nothing Matters Anymore",-3.708,164.963,4,9,1,252.21179,NA,2009,2005
"11824","TRAUJTZ12903CF7BB4","Bruce Springsteen","Working On The Highway",-11.516,183.709,4,0,1,191.99955,0.751580891,1984,1975
"11825","TRAUJVM128F422C5A2","Showbread","The Pig",-5.586,110.235,4,10,1,197.79873,NA,2008,2005
"11827","TRAUKGN128F1499A8D","Timbalada","Maracaia",-7.203,180.06,4,10,0,242.1024,0.401095297,2006,2005
"11829","TRAUKJG128F147DAFE","Arne Weise","Sommarens sista mÃ¥s",-15.879,144.082,4,0,1,198.24281,NA,2002,1995
"11834","TRAUKNJ128F933A413","Johnny Nash","There Are More Questions Than Answers",-12.43,163.257,1,4,1,167.26159,NA,1972,1965
"11840","TRAUKYS128F14636CB","Wet Wet Wet","Love Is All Around",-6.574,84.084,4,10,1,246.38649,NA,1994,1985
"11841","TRAULAE128F92FD865","Chris Standring","Through the Looking Glass (jazz)",-9.435,109.997,7,8,1,261.0673,NA,2006,2005
"11843","TRAULEG128F92F035B","Finntroll","OrmhÃ_xan",-5.73,180.06,4,2,1,278.93506,0.619267702,2007,2005
"11844","TRAULGT12903D10B94","BB King","She Don't Move Me No More",-12.967,52.932,4,11,1,186.40934,0.394394856,1995,1995
"11845","TRAULJB128E0786AC7","Beautiful Creatures","Wish (Album Version)",-4.763,151.508,4,6,1,263.96689,NA,2001,1995
"11847","TRAULOO12903CF47B6","Moonspell","Alma Mater",-5.255,117.593,4,2,0,318.9024,NA,1995,1995
"11848","TRAULTS128F931290B","Nightwish","Beauty And The Beast",-4.657,78.959,3,5,1,382.58893,NA,1997,1995
"11849","TRAULZG128F425E06C","Black Flag","Police Story",-12.206,114.378,1,2,0,92.36853,0.678633789,1981,1975
"11852","TRAUMBG12903CF0D68","Walter Hawkins","Never Alone",-13.75,129.761,4,1,1,468.00934,0.265861049,1978,1975
"11854","TRAUMHL128F930CFCB","Planxty","Junior Crehan's Favourite - Corney Is Coming",-14.873,202.789,4,7,1,156.18567,0.478276995,1973,1965
"11855","TRAUMIT128F424DA18","Weezer","Dope Nose",-5.477,127.407,4,10,0,137.37751,0.81722756,2002,1995
"11856","TRAUMIX12903CE640C","RUN-DMC","Bob Your Head",-12.654,64.101,5,1,0,227.5522,0.413739836,1990,1985
"11858","TRAUMNH128F92FB67F","The Jeff Healey Band","It Could All Get Blown Away",-7.535,94.543,4,2,1,283.03628,0.730674068,1992,1985
"11859","TRAUMPU12903CBD2E2","Anthony Cruz","Make it up",-11.398,95.37,4,0,1,264.14975,0,2005,2005
"11864","TRAUNEL128F1467D5C","Devo","Sloppy (I Saw My Baby Gettin')",-11.704,88.841,4,4,0,159.89506,0.614576982,1978,1975
"11868","TRAUNND12903CD03BC","Eyes Set to Kill","Play The Part",-4.392,97.497,4,8,1,158.95465,0.650315076,2010,2005
"11869","TRAUNNH12903CB038C","Keep Of Kalessin","Many Are We",-5.377,110.044,4,3,1,292.41424,0.564513412,2006,2005
"11872","TRAUNWX12903D01764","The Irish Tenors","The Croppy Boy",-21.999,142.612,3,10,1,283.55873,0.252316557,2001,1995
"11873","TRAUOAA128F4245ECF","Mississippi Mass Choir","It's Good To Know Jesus",-13.448,116.49,3,1,1,221.90975,0.505751038,2003,1995
"11875","TRAUODU128F9307467","DAVE MATTHEWS BAND","Tripping Billies",-4.62,125.159,1,11,0,289.09669,NA,1993,1985
"11876","TRAUOEY128F421CBD3","Amy Winehouse","Valerie",-7.256,96.224,4,5,0,229.85098,0.78289886,2007,2005
"11879","TRAUONA128F4255A38","Gorillaz","November Has Come",-8.317,84.141,5,10,1,160.96608,0.814431712,2005,2005
"11880","TRAUOPA128F93537F2","Martin Sexton","Things You Do To Me",-9.071,137.765,5,1,1,256.62649,NA,2000,1995
"11882","TRAUOPE128EF367610","Linkin Park","Given Up (Album Version)",-4.034,100.073,4,4,0,189.28281,0.586924698,2007,2005
"11883","TRAUOPR128F933634F","The In Crowd","Back A Yard",-8.333,121.713,4,1,0,266.81424,NA,1979,1975
"11885","TRAUOUZ128E078F8BB","Eazy-E","I'mma Break It Down",-8.078,115.692,4,8,0,208.32608,NA,1988,1985
"11886","TRAUOXB128F146573B","Bryan Ferry","Ja Nun Hons Pris",-18.161,82.568,3,7,0,35.65669,0.43483809,2002,1995
"11889","TRAUPEE128F425943A","The Shangri-Las","Bull Dog",-7.597,93.413,4,7,1,157.85751,NA,1964,1965
"11891","TRAUPSV128F427B621","Cabas","Como Nuestro Amor No Hay Dos",-6.399,216.023,1,0,1,207.82975,0.623037476,2008,2005
"11894","TRAUPWA128F147F2CF","Heaven 17","Come Live With Me (12'' Extended Version) (2006 Digital Remaster)",-8.015,96.859,4,10,1,273.84118,0,1983,1975
"11895","TRAUPWS128F9338163","Robert Lockwood_ Jr.","Big Legged Woman",-9.763,117.981,3,9,1,278.38649,0.265861049,1998,1995
"11898","TRAUQAP12903CB60EA","Der Plan","Schauet Her!",-13.546,121.834,1,1,0,34.32444,0,1983,1975
"11899","TRAUQFT128F4270904","The Statler Brothers","Shenandoah",-16.822,104.068,4,10,1,201.27302,0.49749834,1967,1965
"11900","TRAUQJR128F92E5B5F","Eko Fresh feat. Ado","Ich bleib so wie ich bin",-5.771,126.693,1,10,0,215.92771,0.270775999,2007,2005
"11907","TRAUREN128F931F5AB","Faron Young","It's Four In The Morning",-23.907,141.772,1,9,1,159.79057,NA,1986,1985
"11909","TRAURGF128F427E9B5","Sandra Mihanovich","Cuatro Estrofas",-13.328,122.072,4,11,0,263.18322,NA,1994,1985
"11910","TRAURHK12903CA60F8","Charlotte Gainsbourg","Le Chat du CafÃ© des Artistes",-9.838,150.256,4,1,0,241.65832,0.859634684,2009,2005
"11912","TRAURLY128F4274DBB","Paul Avgerinos","Song Without End",-18.208,91.405,3,9,1,324.51873,NA,2004,1995
"11914","TRAURRO128F1489B2C","Pennywise","6TH Avenue Nightmare",-5.111,200.877,4,9,1,159.89506,NA,2005,2005
"11915","TRAURRP128F4261B94","Dixie Chicks","Give It Up Or Let Me Go",-6.98,103.863,4,2,1,296.30649,0.723904335,1998,1995
"11920","TRAUSBV128F9344D08","Alceu ValenÃ§a","Na Primeira ManhÃ£",-9.785,121.988,4,0,1,162.84689,NA,1997,1995
"11921","TRAUSFP128F42A6BEE","Cam'Ron","O.T. (Skit)",-28.603,215,3,7,1,24.73751,NA,2004,1995
"11922","TRAUSHD128E0795347","Bon Jovi","Wildflower",-6.083,93.044,4,7,1,253.83138,0.627073796,2005,2005
"11924","TRAUSMF12903CE71E5","Blind Lemon Jefferson","Wartime Blues",-19.308,162.496,4,10,0,185.41669,NA,1927,1965
"11925","TRAUSOM128F9337BC3","Nana Mouskouri","Only You",-11.778,137.476,4,2,1,175.12444,0,1997,1995
"11926","TRAUSQP128F4230490","Fruko Y Sus Tesos","La Fruta Bomba",-8.588,84.751,7,8,1,242.75546,NA,2000,1995
"11929","TRAUTAI128F4275F53","Bobby Pulido","Alma De Metal",-8.88,100.252,1,9,1,216.31955,0.262308997,1999,1995
"11931","TRAUTCA128F429B624","Rickie Lee Jones","Danny's All-Star Joint (LP Version)",-14.071,143.497,4,1,0,246.62159,0.602761783,1979,1975
"11932","TRAUTJD128F14890F5","Stefon Harris","From the Gardner Meditations: African Tarantella",-12.169,70.875,1,1,0,538.27873,0.278459179,2006,2005
"11934","TRAUTKA128F428060B","Rauni Pekkala","Miesten tÃ_hden",-9.812,93.657,4,1,1,162.14159,NA,1994,1985
"11935","TRAUTNT128F933CB62","Alex Gopher","Song For Paul",-12.836,80.012,4,4,1,164.0224,0.38293509,2007,2005
"11936","TRAUTOL128F42418E2","Twista","Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version)",-7.482,124.734,4,1,0,259.70893,NA,2005,2005
"11937","TRAUTPD128F92F1376","Simply Red","Thrill Me",-6.289,93.975,4,2,0,303.96036,0.721142987,1991,1985
"11940","TRAUTXO128F4263C8E","Loretta Lynn","I'd Rather Have Jesus",-13.797,79.181,3,8,1,161.48853,0.270775999,1965,1965
"11941","TRAUTXS128F932A629","The Chi Lites","Toby",-9.957,149.394,4,8,1,170.70975,NA,1974,1965
"11944","TRAUUIF128F93232FE","God Lives Underwater","Don't Know How To Be",-5.66,169.966,4,2,1,215.40526,0.561428518,1995,1995
"11945","TRAUUQI128F92D8620","Bob Hope","Merry-Go-Runaround",-13.21,133.325,1,8,1,147.722,NA,2003,1995
"11948","TRAUURC128E078EC6E","Eminem","I'm Back",-3.989,180.168,4,11,0,312.2673,0.811707531,2000,1995
"11950","TRAUUZF128EF347CD5","Eric Burdon","Devil's Daughter",-8.737,80.031,4,5,1,262.97424,0.463489662,1988,1985
"11951","TRAUVAQ128F92DC677","Fake Problems","Tabernacle Song",-7.246,103.776,3,0,1,195.47383,0.661445223,2009,2005
"11952","TRAUVAR12903CBD9A4","Pyranja","Anfang Vom Ende",-9.255,96.264,3,11,0,60.55138,0.215080319,2003,1995
"11955","TRAUVGO128F14836DB","HÃ©roes del Silencio","El Mar No Cesa (Live)",-8.85,159.483,4,4,0,198.89587,0.493887576,1991,1985
"11960","TRAUVPX128F4274DCB","Paul Avgerinos","In My Heart",-28.406,85.558,4,9,0,338.96444,0,2004,1995
"11961","TRAUVSF128F14A0B6F","ATB","Collides With Beauty",-6.615,136.967,4,0,1,349.04771,0.739737283,2004,1995
"11963","TRAUVUF128F148D1AA","The Misfits","Dig Up Her Bones",-5.128,111.153,4,10,0,181.21098,0.774854127,1997,1995
"11964","TRAUVVR128F425A925","Eurythmics","A Little Of You",-4.21,111.122,4,1,1,236.61669,0.485122364,1986,1985
"11965","TRAUWCV12903CEE9C5","Small Faces","Spoken Word / Ogdens' Nut Gone Flake / Spoken Word",-12.211,77.09,1,9,1,248.24118,0,1968,1965
"11966","TRAUWFN128F1462E09","Yellowcard","One Year_ Six Months",-7.063,89.896,4,7,1,208.79628,0.732428073,2003,1995
"11969","TRAUWIL128F9334C00","Jeanie Lambe & The Danny Moss Quartet","My Funny Valentine",-15.096,67.6,4,10,1,204.61669,NA,1996,1995
"11971","TRAUWKJ128F932E096","Ray Lynch","Kathleen's Song / Ray Lynch",-21.45,139.944,1,2,1,250.22649,0.660381133,1984,1975
"11972","TRAUWQL128F424696E","Elvenking","Trows Kind",-5.492,200.036,4,8,1,357.45914,0.581011942,2006,2005
"11973","TRAUWRW128F9358C69","Jay-Z","Change Clothes",-4.73,104.123,4,5,1,259.05587,NA,2003,1995
"11974","TRAUWWP12903CC79CB","Keep Of Kalessin","Ascendant",-5.958,229.864,1,8,0,270.21016,0.570115086,2008,2005
"11976","TRAUXEL128F42683D5","Cadacross","Bring Out Your Dead",-4.384,92.608,4,4,0,217.93914,0.600274216,2002,1995
"11977","TRAUXEU12903CD3CD7","The New York Dolls","Vietnamese Baby",-5.771,84.058,4,0,1,234.84036,NA,1973,1965
"11978","TRAUXNO128F42774A0","Alice In Chains","Angry Chair",-5.499,111.239,4,5,0,262.47791,NA,1992,1985
"11979","TRAUXNU12903D11493","BerrogÃ_etto","Nadal De Luintra",-8.765,99.546,4,2,1,242.62485,0,2000,1995
"11982","TRAUXSK128F427C58D","Anti-Flag","The Modern Rome Burning",-6.247,178.804,1,10,0,299.80689,0.626908585,2008,2005
"11987","TRAUYLT128F427538E","Dope Stars Inc.","Chase The Light",-4.741,154.998,4,11,0,233.22077,0.533370878,2006,2005
"11989","TRAUYOD128F42647FE","The Vaughan Brothers","Good Texan",-9.759,142.372,4,9,1,262.29506,0.756068011,1990,1985
"11991","TRAUYXI12903CC7355","Oh No","Soul of Ethiopia",-7.1,128.116,3,3,1,110.57587,0.505487343,2009,2005
"11993","TRAUYZG12903CDA4E9","Bon Jovi","This Ain't A Love Song",-7.984,91.775,3,8,1,432.97914,NA,1995,1995
"11997","TRAUZFY128F42BCE57","Jason Michael Carroll","No Good In Goodbye",-3.662,87.712,4,2,1,229.8771,0.490904201,2007,2005
"11999","TRAUZLI128E0791D51","Burt Bacharach","Are You There (With Another Girl)",-13.04,115.756,3,7,1,175.882,NA,1967,1965
"12000","TRAUZLI128F427EA58","James Horner","The Stranger",-30.387,186.138,4,2,0,231.57506,0.401502463,2003,1995
"12001","TRAUZOU128F4260C88","Mario Telles","NanÃ£",-9.989,97.34,4,2,1,212.13995,NA,1962,1965
"12004","TRAUZTR128F9351D2A","Michael Jackson","I Wanna Be Where You Are",-8.962,207.544,4,4,0,182.7522,NA,1972,1965
"12005","TRAUZVU12903CC050D","The Shangri-Las","Remember (Walkin' In the Sand)",-13.53,65.771,4,10,1,136.01914,NA,1964,1965
"12300","TRAVANT128F92E3F71","Mariah Carey","Someday",-9.308,111.755,4,0,0,236.5122,NA,1990,1985
"12301","TRAVASN128F9361074","Walter Trout","Earrings on the Table",-15.83,128.666,3,4,0,100.23138,NA,1992,1985
"12304","TRAVAXK128F42A5166","Django AsÃ_l","PrÃ_natalabhÃ_rtung",-14.194,115.024,1,5,0,182.04689,NA,2004,1995
"12306","TRAVBAH128F9305DFC","Helmet","Give It",-5.775,144.974,4,6,0,257.54077,NA,1992,1985
"12308","TRAVBCR128F933AE8E","Dax Riggs","Radiation Blues",-3.778,91.357,4,11,1,150.15138,0.551651693,2007,2005
"12310","TRAVBGI128F425F366","Heaven 17","(We Don't Need This) Fascist Groove Thang (Rapino Club Mix)",-12.183,135.57,4,11,0,354.19383,0.215080319,2009,2005
"12311","TRAVBGZ128F42541D2","Mr Lab!","Would You Like",-8.885,120.099,4,7,1,285.17832,NA,2008,2005
"12312","TRAVBLC12903CD66A5","George Lopez","Vibrators",-8.535,86.353,5,9,1,330.16118,NA,2009,2005
"12313","TRAVBMS128F423EA54","Gertrudis","Quitxalla",-5.446,111.995,4,7,1,228.23138,0.299877488,2003,1995
"12318","TRAVCBP128F422930E","Jason & The Scorchers","Help There's A Fire",-5.015,184.884,4,7,1,172.25098,NA,1983,1975
"12320","TRAVCNA128F930975C","Mithotyn","On Misty Pathways",-3.944,88.336,4,2,0,313.36444,0.482137585,1998,1995
"12322","TRAVCWE12903CEF076","Lupe Fiasco feat. GemStones and Graham Burris","Dumb It Down (Live From Chicago)",-5.971,88.096,5,5,1,211.69587,NA,2007,2005
"12324","TRAVDBI12903D105BB","Entre RÃ_os","Altas Horas",-9.095,47.96,4,7,1,221.30893,0.541492989,2005,2005
"12325","TRAVDBV128F424EAD8","DCX","Hold Me",-5.548,135.045,1,8,1,193.72363,0.334706549,2008,2005
"12327","TRAVDDJ128F92EF09C","Creedence Clearwater Revisited","Proud mary",-6.548,123.522,4,7,1,203.7024,0.400039657,1998,1995
"12329","TRAVDGG128F92E389A","Memphis Minnie","Nothing In Rambling",-17.053,112.625,4,11,1,166.66077,NA,1995,1995
"12331","TRAVDMO12903CDA1DB","Kekele","Affaire Mokuwa",-5.713,86.658,5,2,1,306.96444,NA,2005,2005
"12333","TRAVDQQ128F421B864","Elvenking","A Fiery Stride (Ltd. Edition Bonus)",-5.157,165.278,4,7,1,299.31057,0.367273416,2004,1995
"12334","TRAVDQU128EF34E7A8","Karen Peck And New River","My God Will Always Be Enough",-13.844,76.716,4,11,1,280.5024,NA,2000,1995
"12335","TRAVDRG12903C9A44C","Leslie Mendelson","Turn It Over (Album Version)",-10.599,106.499,1,0,1,206.52363,0.621568232,2009,2005
"12340","TRAVELY128F42606F8","A Tribe Called Quest","Like It Like That",-9.309,94.971,4,8,0,166.86975,0.818941494,1998,1995
"12342","TRAVEOQ128F931C8F4","Percy Mayfield","Please Send Me Someone To Love",-16.472,93.707,3,0,1,173.50485,NA,1950,1965
"12344","TRAVEQX128E07864AA","VHS Or Beta","New Day Rising",-9.691,131.752,4,7,1,334.18404,0,2004,1995
"12347","TRAVFEW128F92E2B47","Alice Cooper","Be My Lover",-5.431,119.744,1,6,1,197.90322,0.639564766,1971,1965
"12348","TRAVFJV128F92D2043","Al Di Meola","Bianca's Midnight Lullaby",-13.347,75.11,1,9,1,114.07628,0.489038209,1980,1975
"12350","TRAVFOA128F92F2B38","Mongo Santamaria","Watermelon Man",-5.827,131.971,4,5,1,428.06812,NA,1963,1965
"12351","TRAVFPH128F42621EE","The Distillers","The Blackest Years (CD only hidden track)",-5.055,161.288,4,7,1,448.54812,0.588385843,2000,1995
"12352","TRAVFSL128E078E22A","Ms. Dynamite / Kymani Marley","Seed Will Grow",-11.224,89.996,4,7,1,202.21342,0.585979766,2002,1995
"12353","TRAVFSW128F145C1D2","ARRESTED DEVELOPMENT","Raining Revolution (Live) (Unplugged)",-16.963,87.581,4,11,1,273.84118,0.239629098,1993,1985
"12356","TRAVGDE128F92F5F5E","Dobet GnahorÃ©","Kakou",-9.213,103.997,4,2,1,274.54649,0.525497119,1997,1995
"12357","TRAVGFT128F424278B","CafÃ© Quijano","Hablando A Un Cristal",-4.129,104.036,4,2,1,205.40036,0.358976526,1999,1995
"12359","TRAVGKM128F92C58B4","Fernando Ortega","Don't Let Me Come Home A Stranger (LP Version)",-15.001,91.523,4,2,1,131.10812,0.375984302,1997,1995
"12362","TRAVGNH128F428CBA9","Amorphis","Into Hiding",-9.531,130.677,4,8,0,225.41016,0.786169126,1994,1985
"12364","TRAVGYX128E078E8A8","The Cure","Primary",-14.613,165.303,1,2,1,209.60608,NA,1981,1975
"12365","TRAVGZF128F4260E6F","Cliff Edwards/Disney Studio Chorus","When You Wish Upon A Star",-8.615,98.752,3,4,1,193.67138,NA,1991,1985
"12366","TRAVGZS128F9338603","Tammy Wynette","I Stayed Long Enough",-14.09,111.12,4,5,1,119.90159,NA,1968,1965
"12368","TRAVHIA128F1494B0C","Sonny James","I'll Never Find Another You",-15.911,144.538,4,0,1,146.02404,0.623037476,1967,1965
"12369","TRAVHLR128F146B476","Charly GarcÃ_a","AsesÃ_name",-7.383,93.011,4,2,1,223.05914,0.483977246,2003,1995
"12371","TRAVHRU128F92C637E","Rachel Portman","The Letters",-25.752,91.889,4,7,1,161.43628,0.249065795,2008,2005
"12372","TRAVHTT128F14987BB","Charlie Haden","American Dreams",-24.22,141.229,4,7,1,292.17914,0.265861049,2002,1995
"12378","TRAVIVX12903C9726D","Noah Lewis","Devil In The Wood Pile",-26.469,119.187,4,7,1,169.74322,NA,2002,1995
"12383","TRAVJHK128E078370B","LL Cool J","Headsprung",-7.553,99.914,4,10,1,270.10567,NA,2004,1995
"12385","TRAVJOO128F14AD39C","BT","Korean Waterhole",-19.345,148.653,5,2,1,94.9024,0.327736683,2005,2005
"12390","TRAVKGM12903CA66FB","L7","Baggage",-8.234,104.101,1,7,1,198.76526,0.548678056,1994,1985
"12393","TRAVKJJ128F424DA32","Rickie Lee Jones","Second Time Around",-25.342,64.011,1,8,1,291.97016,0.487492443,1991,1985
"12394","TRAVKKG128E0784E75","Fabolous","Change You or Change Me (Amended Version)",-7.677,85.897,4,9,0,283.61098,0.802932875,2003,1995
"12407","TRAVLWL128F424EF6A","The All American Rejects","The Future Has Arrived",-9.168,146.053,4,9,1,185.99138,0.572593045,2007,2005
"12408","TRAVLWR128F9316DA6","The Who","Sodding About",-7.703,120.928,1,2,0,167.44444,NA,2009,2005
"12409","TRAVLXZ128F42A22E4","Jim Reeves","May The Good Lord Bless And Keep You",-22.377,87.038,4,7,1,155.402,NA,2000,1995
"12410","TRAVMFC128F428CDE0","Camp Lo","Sparkle",-13.239,93.728,4,9,1,227.65669,NA,1997,1995
"12411","TRAVMOE128F9336555","Atman","Lingan",-10.017,109.099,4,11,0,341.36771,0,1997,1995
"12412","TRAVMPT128F4246BE4","Novika","Common Tear",-9.114,200.016,4,0,1,214.49098,0.562795595,2006,2005
"12413","TRAVMQE12903D08335","Atomic Rooster","Close Your Eyes",-9.217,111.261,4,5,1,158.77179,NA,1972,1965
"12414","TRAVMRI128F4259E76","Sade","Paradise",-8.183,80.292,3,10,0,271.98649,NA,1988,1985
"12416","TRAVMWQ128F934B098","Fever Ray","When I Grow Up",-9.277,184.004,4,0,1,335.5424,0.545230294,2009,2005
"12417","TRAVMXD12903CBBD0B","Jimi Hendrix","Once I Had A Woman",-13.615,86.992,3,0,0,469.60281,NA,1975,1975
"12418","TRAVMXQ128E0785F82","Chris Clark","If You Should Walk Away",-13.781,160.011,4,10,0,192.65261,0.239629098,1967,1965
"12420","TRAVMZX128F14AB117","RaphaÃ«l","Caravane (Live 2006)",-6.373,99.75,1,7,1,234.39628,0,2007,2005
"12422","TRAVNHK12903CC5B48","Tech N9ne","Elbow Macaroni (Skit)",-23.923,191.383,4,5,0,90.14812,NA,2008,2005
"12427","TRAVNST128F422EBD2","Soilwork","As The Sleeper Awakes",-3.282,113.957,3,11,0,258.16771,NA,2007,2005
"12428","TRAVNUK128F92F274F","V V Brown","LEAVE!",-6.452,100.009,5,2,0,203.31057,0.747654675,2009,2005
"12430","TRAVNVI128F4298D23","Patton Oswalt","You Are Allowed 20 Birthday Parties (Album)",-12.769,71.031,1,1,1,338.05016,0.618047726,2007,2005
"12435","TRAVOHH128F4247EF9","Ashton Shepherd","Sounds So Good",-4.66,154.354,4,4,1,207.09832,0.624833534,2008,2005
"12439","TRAVOPU128F9360B7D","Daniel Johnston","High Horse",-8.208,128.022,4,0,1,153.33832,0.646151234,2009,2005
"12446","TRAVPGQ128E079530E","Funeral For A Friend","All The Rage (Clean Album Version)",-3.624,190.116,4,3,0,217.49506,0,2005,2005
"12447","TRAVPHB128F92DA4F5","Hatiras","Lost In Space",-5.113,130.017,4,1,1,295.3922,0.583116495,2001,1995
"12448","TRAVPHL128F424EAE1","3 Doors Down","Who Are You",-4.706,150.077,4,0,0,188.65587,0.574693297,2008,2005
"12452","TRAVPOV128F429EC1B","Plies featuring Tank","You (featuring Tank) (Amended Album Version)",-5.672,73.178,4,9,0,218.04363,0.466304831,2007,2005
"12454","TRAVPRG12903CCBF03","Terry Dexter","Beautiful One",-8.489,100.98,4,1,1,281.86077,0,2008,2005
"12455","TRAVPSC128F147BEA8","45 Grave","Consumers (Album Version)",-7.204,130.49,3,11,0,130.66404,0.463489662,1989,1985
"12458","TRAVPYY128F92CEBAB","Bebo Norman","Britney",-6.291,96.091,4,5,1,213.4722,NA,2008,2005
"12459","TRAVQBP128F145BB9B","Butthole Surfers","Tongue",-9.423,122.47,5,1,1,126.64118,0.669413098,1993,1985
"12460","TRAVQCA12903CA2F92","Shout Out Out Out Out","How Do I Maintain Pt. II",-7.571,120.006,4,5,1,233.9522,0,2009,2005
"12464","TRAVQIO128E0790E80","George Faith","If Loving You Is Wrong I Don't Wanna Be Right",-14.237,119.866,4,11,0,277.08036,NA,1996,1995
"12465","TRAVQPL128F9308D97","Uriah Heep","Son Of A Bitch",-7.977,141.118,4,2,1,243.98322,0.299877488,2006,2005
"12471","TRAVRAE12903CC95D8","TRAM 11","SUPER RISTA",-7.212,90.02,4,9,1,303.04608,NA,2000,1995
"12473","TRAVRJA128F9329C4C","Mudhoney","The Money Will Roll Right In",-5.13,81.419,4,6,0,166.32118,0.637311276,1991,1985
"12476","TRAVROB128F9305B80","Eno","Baby's On Fire",-9.645,121.966,4,8,1,316.99546,0.304169503,1973,1965
"12477","TRAVROF128F421AC2D","Darden Smith","Mill Creek",-14.18,120.049,4,0,1,234.73587,0.249065795,2004,1995
"12478","TRAVRPL128F145E874","Lifer","Breathless",-6.292,98.513,4,1,0,286.53669,0.664542415,2001,1995
"12479","TRAVRTO128F4280C14","Future Leaders of the World","Spotlight",-4.177,120.638,4,8,1,249.67791,NA,2004,1995
"12483","TRAVSQE12903CB6879","Zeromancer","The Death Of Romance",-6.236,117.027,4,4,0,207.17669,0.764116981,2010,2005
"12485","TRAVSRW128F4294603","Kenny G","I've Been Missin' You",-17.569,117.661,4,0,1,255.7122,0.583552099,1983,1975
"12486","TRAVSSU128F145DDE9","Renee Rosnes","Children's Song No. 3",-20.343,108.234,1,7,1,320.522,0,2000,1995
"12487","TRAVSVL128F14B12BE","Deftones","Lotion (LP Version)",-3.59,102.724,4,1,1,237.73995,0.690473539,1997,1995
"12488","TRAVSZP128F92C53A0","Jesse Malin","Going Out West",-10.554,133.404,1,2,1,147.85261,NA,2004,1995
"12489","TRAVTEH128E07953EA","Bon Jovi","The Radio Saved My Life Tonight",-5.567,142.141,4,3,1,314.20036,NA,2004,1995
"12499","TRAVTUD128F93094F2","Broadcast","Where Youth And Laughter Go",-6.028,119.2,4,11,0,163.91791,0.551921515,2000,1995
"12501","TRAVTWI128F93586D0","SWAMI featuring Ishmael Morabe","Break",-3.285,93.225,3,5,0,275.90485,NA,2007,2005
"12503","TRAVUAJ128E078EDA2","Aerosmith","What It Takes",-4.82,70.876,4,5,1,314.27873,NA,1988,1985
"12507","TRAVUOW128F4262955","Super Cat","Oh It's You",-9.349,167.377,4,6,1,229.66812,0.547952942,1992,1985
"12511","TRAVUYA128F92EBE1E","Mongo Santamaria Orchestra","Federico",-12.464,106.822,4,7,1,203.25832,NA,1995,1995
"12513","TRAVUYV128F4239504","Big Maybelle","Tell Me Who",-5.723,173.071,4,5,1,130.87302,NA,1995,1995
"12514","TRAVVBW128F42819B2","Belle & Sebastian","Stay Loose",-7.916,86.505,1,0,0,401.8673,NA,2003,1995
"12518","TRAVVIV128F932617C","War Babies","Cry Yourself To Sleep",-5.977,165.965,4,3,0,285.83138,0.445454525,1991,1985
"12521","TRAVVOP12903CC5771","Nick Ingman","Down Home",-9.146,97.571,4,11,1,179.43465,0.319565987,1973,1965
"12522","TRAVVRE128F92EC0A9","R.E.M.","There She Goes Again",-5.775,138.703,1,9,1,163.81342,NA,1983,1975
"12523","TRAVVSL128F92F607D","Herb Alpert And The Tijuana Brass","Adios_ Mi Corazon",-14.962,97.52,1,5,1,163.94404,0.466422912,1964,1965
"12528","TRAVVZW12903CCEEE7","Madonna","Into The Groove",-4.104,116.512,4,1,1,285.09995,0.783623854,1985,1985
"12531","TRAVWHZ128F932B179","Wordsworth feat. Adanita Ross","Don't Go (Produced by Frequency)",-4.612,85.263,4,1,1,237.13914,0.323112121,2004,1995
"12532","TRAVWIP128E078FA3D","Naughty By Nature","Family Tree",-3.831,93.502,4,11,0,330.08281,NA,2002,1995
"12535","TRAVWRV128F427D06A","Vox Dei","Profecias",-18.342,66.856,4,7,1,456.69832,0.443291312,1971,1965
"12536","TRAVWTN128F425D2D5","John Fogerty","Headlines",-5.074,130.461,4,10,1,269.29587,0.408110884,1986,1985
"12537","TRAVWVL12903CABEEA","J.B. Lenoir","The Mojo",-11.923,99.829,1,6,0,176.37832,NA,2001,1995
"12538","TRAVWVZ128F4239DD1","Zebra","Red",-8.189,90.07,4,11,1,205.11302,0.334706549,1999,1995
"12540","TRAVWYR128F92DED0F","Julie Zenatti","Dans Ces Villes",-3.737,105.931,4,9,0,227.5522,0.464923994,2004,1995
"12541","TRAVWZA128F931F36E","The Tragically Hip","Ahead By A Century",-7.372,84.373,5,7,1,225.43628,0.766174644,1996,1995
"12542","TRAVXBL128F42BB389","Michael Jackson","Girl You're So Together",-10.44,111.459,4,3,1,188.99546,0.506905064,1984,1975
"12543","TRAVXEP128F14539AE","Fort Minor","Introduction (Album Version)",-14.866,122.843,5,5,1,43.38893,0.702023635,2005,2005
